Date,CO2,Humidity,Pressure,Temperature,Latitude,Longitude,Altitude,Speed,Track Angle,Horizontal Dilution,Height GeoID,Fix Quality,Num Satelites,Latitude Degrees,Latitude Minutes,Longitude Degrees,Longitude Minutes
2023-03-21 19:11:38.594783,468,30.49774169921875,1028.87646484375,7.845833333333331,43.619035,-70.213623,31.0,,,0.9,-32.3,1,13,43,61.9035,-70,21.3623
2023-03-21 19:11:43.425818,462,30.9295654296875,1028.821044921875,7.829166666666666,43.619035,-70.213623,31.0,0.15,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3623
2023-03-21 19:11:48.255290,456,31.378173828125,1028.743408203125,7.760416666666664,43.619035,-70.213623,31.0,0.15,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3623
2023-03-21 19:11:53.082418,454,31.79168701171875,1028.951904296875,7.725000000000001,43.619035,-70.213623,31.0,0.04,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3623
2023-03-21 19:11:57.916618,454,32.061767578125,1028.872802734375,7.71458333333333,43.619035,-70.213623,31.0,0.04,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3623
2023-03-21 19:12:02.744979,453,32.4310302734375,1028.865478515625,7.685416666666669,43.619035,-70.213623,31.0,0.06,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3623
2023-03-21 19:12:07.575125,453,32.77435302734375,1028.82763671875,7.614583333333336,43.619035,-70.213623,31.0,0.06,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3623
2023-03-21 19:12:12.398147,453,33.0352783203125,1028.8359375,7.583333333333336,43.619035,-70.213623,31.0,0.1,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3623
2023-03-21 19:12:17.231500,453,33.2611083984375,1028.979736328125,7.53541666666667,43.619035,-70.213625,31.2,0.1,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3625
2023-03-21 19:12:22.059026,453,33.5540771484375,1028.946044921875,7.493749999999999,43.619035,-70.213625,31.2,0.12,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3625
2023-03-21 19:12:26.892396,453,33.7860107421875,1028.80126953125,7.41041666666667,43.619035,-70.213625,31.1,0.12,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3625
2023-03-21 19:12:31.718134,453,34.02862548828125,1028.798583984375,7.350000000000001,43.619035,-70.213625,31.1,0.29,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3625
2023-03-21 19:12:36.545770,453,34.23919677734375,1028.86181640625,7.333333333333336,43.619035,-70.213625,31.3,0.29,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3625
2023-03-21 19:12:41.376692,452,34.41619873046875,1028.94921875,7.327083333333334,43.619035,-70.213625,31.3,0.24,156.67,0.9,-32.3,1,13,43,61.9035,-70,21.3625
2023-03-21 19:12:46.203810,452,34.67254638671875,1028.8662109375,7.274999999999999,43.619033,-70.213625,31.5,0.24,156.67,0.9,-32.3,1,13,43,61.9033,-70,21.3625
2023-03-21 19:12:51.035792,453,34.93194580078125,1028.89599609375,7.241666666666667,43.619033,-70.213625,31.5,0.05,156.67,0.9,-32.3,1,13,43,61.9033,-70,21.3625
2023-03-21 19:12:55.859378,453,35.186767578125,1028.910400390625,7.202083333333334,43.619033,-70.213625,31.5,0.05,156.67,0.9,-32.3,1,13,43,61.9033,-70,21.3625
2023-03-21 19:13:00.677892,454,35.29052734375,1028.84521484375,7.179166666666667,43.61903,-70.213631,31.5,0.02,156.67,0.9,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:05.508813,454,35.55145263671875,1028.820556640625,7.131250000000001,43.61903,-70.213631,33.2,0.02,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:10.344026,453,35.78338623046875,1028.828857421875,7.075000000000003,43.61903,-70.213631,33.2,0.03,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:15.166459,453,35.906982421875,1028.836181640625,7.05833333333333,43.61903,-70.213631,33.2,0.03,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:20.012553,453,35.98480224609375,1028.9951171875,7.022916666666667,43.61903,-70.213631,33.2,0.13,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:24.841600,453,36.1541748046875,1028.94140625,6.97291666666667,43.61903,-70.213631,33.3,0.13,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:29.670823,453,36.39984130859375,1028.930908203125,6.97291666666667,43.61903,-70.213631,33.3,0.05,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:34.502332,453,36.56158447265625,1028.927001953125,6.96458333333333,43.61903,-70.213631,33.6,0.05,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:39.329202,451,36.73553466796875,1028.791259765625,6.91041666666667,43.61903,-70.213631,33.6,0.03,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:44.159940,452,36.84234619140625,1028.803466796875,6.881250000000001,43.61903,-70.213631,33.5,0.03,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:49.004366,452,36.89117431640625,1028.9697265625,6.835416666666667,43.61903,-70.213631,33.5,0.04,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:53.818972,451,36.871337890625,1028.734619140625,6.793750000000003,43.61903,-70.213631,33.4,0.04,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:13:58.646110,452,36.8988037109375,1028.8740234375,6.783333333333331,43.61903,-70.213631,33.4,0.09,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:14:03.474192,452,36.9232177734375,1028.796630859375,6.72291666666667,43.61903,-70.213631,33.4,0.09,156.67,0.91,-32.3,1,13,43,61.903,-70,21.3631
2023-03-21 19:14:08.304863,452,36.968994140625,1028.832275390625,6.69166666666667,43.61903,-70.21364,33.4,0.05,313.03,0.91,-32.3,1,13,43,61.903,-70,21.364
2023-03-21 19:14:13.137624,452,36.981201171875,1028.83203125,6.708333333333336,43.61903,-70.21364,38.0,0.05,313.03,0.95,-32.3,1,13,43,61.903,-70,21.364
2023-03-21 19:14:17.968377,471,37.0880126953125,1028.8798828125,6.893749999999997,43.61903,-70.21364,38.0,0.05,313.03,0.95,-32.3,1,13,43,61.903,-70,21.364
2023-03-21 19:14:22.792803,467,37.10784912109375,1028.800537109375,6.90208333333333,43.61903,-70.21364,37.9,0.05,313.03,0.91,-32.3,1,13,43,61.903,-70,21.364
2023-03-21 19:14:27.622382,468,37.16583251953125,1028.866455078125,6.950000000000003,43.61903,-70.21364,37.9,0.05,313.03,0.91,-32.3,1,13,43,61.903,-70,21.364
2023-03-21 19:14:32.454153,468,37.1612548828125,1028.88623046875,7.020833333333336,43.61903,-70.21364,37.9,0.05,313.03,0.91,-32.3,1,13,43,61.903,-70,21.364
2023-03-21 19:14:37.285171,466,37.20245361328125,1028.818603515625,7.020833333333336,43.61903,-70.21364,37.9,0.05,313.03,0.91,-32.3,1,13,43,61.903,-70,21.364
2023-03-21 19:14:42.111112,465,37.16583251953125,1028.95654296875,7.03541666666667,43.61903,-70.21364,37.9,0.05,313.03,0.95,-32.3,1,13,43,61.903,-70,21.364
2023-03-21 19:14:46.938062,465,37.17041015625,1028.8955078125,7.043750000000003,43.61903,-70.21364,37.9,0.07,313.03,0.95,-32.3,1,13,43,61.903,-70,21.364
2023-03-21 19:14:51.771445,464,37.2314453125,1028.89990234375,7.106250000000003,43.61903,-70.21364,37.9,0.07,313.03,0.91,-32.3,1,13,43,61.903,-70,21.364
2023-03-21 19:14:56.601221,463,37.2222900390625,1028.866455078125,7.077083333333334,43.61903,-70.21364,37.9,0.32,313.03,0.91,-32.3,1,13,43,61.903,-70,21.364
2023-03-21 19:15:01.430768,463,37.200927734375,1028.79248046875,7.060416666666669,43.61903,-70.21364,37.9,0.32,313.03,0.95,-32.3,1,12,43,61.903,-70,21.364
2023-03-21 19:15:06.241566,462,37.15972900390625,1028.791748046875,7.02708333333333,43.61903,-70.21364,37.9,0.01,313.03,0.95,-32.3,1,12,43,61.903,-70,21.364
2023-03-21 19:15:11.086214,462,37.06512451171875,1028.843505859375,7.006250000000001,43.61903,-70.21364,37.9,0.01,313.03,1.04,-32.3,1,12,43,61.903,-70,21.364
2023-03-21 19:15:15.918271,462,37.0697021484375,1028.923095703125,7.041666666666664,43.61903,-70.21364,37.9,0.11,313.03,1.04,-32.3,1,12,43,61.903,-70,21.364
2023-03-21 19:15:20.747249,462,37.08953857421875,1028.803955078125,6.997916666666669,43.61903,-70.21364,38.1,0.11,313.03,1.04,-32.3,1,12,43,61.903,-70,21.364
2023-03-21 19:15:25.560747,461,37.09716796875,1028.8515625,6.935416666666669,43.61903,-70.21364,38.1,0.2,313.03,1.04,-32.3,1,12,43,61.903,-70,21.364
2023-03-21 19:15:30.389131,461,37.091064453125,1028.892333984375,6.899999999999999,43.61903,-70.21364,38.4,0.2,313.03,0.93,-32.3,1,12,43,61.903,-70,21.364
2023-03-21 19:15:35.218735,459,36.98272705078125,1028.884765625,6.854166666666664,43.61903,-70.21364,38.4,0.2,313.03,0.93,-32.3,1,12,43,61.903,-70,21.364
2023-03-21 19:15:40.071163,459,36.89727783203125,1028.9091796875,6.8125,43.619041,-70.213645,38.9,0.2,313.03,0.84,-32.3,1,14,43,61.9041,-70,21.3645
2023-03-21 19:15:44.890711,458,36.8988037109375,1028.84423828125,6.78125,43.619041,-70.213645,38.9,0.23,169.28,0.84,-32.3,1,14,43,61.9041,-70,21.3645
